iter	Logloss
276	0.03066101804
277	0.03058394845
278	0.0303917686
279	0.03023250185
280	0.03002623392
281	0.02988042177
282	0.02971087911
283	0.02944753352
284	0.02928315052
285	0.02908253921
286	0.02893712527
287	0.02880266348
288	0.02862962066
289	0.02847492349
290	0.02833914065
291	0.02816150245
292	0.02800018366
293	0.0278761519
294	0.02774064082
295	0.02755946031
296	0.02743665964
297	0.0272511876
298	0.02710698462
299	0.02693490617
300	0.02676357065
301	0.02659986076
302	0.02642928076
303	0.02627778745
304	0.02617106274
305	0.02599552816
306	0.02584878876
307	0.02565154237
308	0.02551641691
309	0.02535052476
310	0.02520013107
311	0.02506180929
312	0.02492113919
313	0.02475309435
314	0.02461599423
315	0.02449645531
316	0.02433551459
317	0.02423193776
318	0.02412875284
319	0.02398488389
320	0.02385493004
321	0.02368404872
322	0.02354738266
323	0.02339286225
324	0.0232431876
325	0.02310730348
326	0.02299513477
327	0.02288316359
328	0.02272702396
329	0.02263276495
330	0.02251601597
331	0.02242642405
332	0.02230045789
333	0.02218411025
334	0.02206455686
335	0.02195174839
336	0.02184254073
337	0.02173712511
338	0.02162308177
339	0.02153374023
340	0.02146064638
341	0.02138674605
342	0.02125669218
343	0.02113703687
344	0.0210217228
345	0.02092060187
346	0.02081877701
347	0.02069963818
348	0.02062064614
349	0.02054297075
350	0.02045699915
351	0.02037943951
352	0.0202705684
353	0.02017339993
354	0.02006478926
355	0.01999925938
356	0.01990541368
357	0.01980261627
358	0.01971449827
359	0.01962669103
360	0.01952570409
361	0.01944148886
362	0.0193321189
363	0.0192435247
364	0.01912859751
365	0.01906534738
366	0.01899141875
367	0.01891612189
368	0.01885521129
369	0.01876903084
370	0.01867666974
371	0.01859751352
372	0.01851525722
373	0.01843064567
374	0.01837227904
375	0.01831477802
376	0.01823532235
377	0.01814841847
378	0.01808365417
379	0.01799929928
380	0.0179266376
381	0.0178354837
382	0.01778235096
383	0.01770889413
384	0.01762601505
385	0.01757453174
386	0.01750096797
387	0.01742694875
388	0.01737871397
389	0.01730189034
390	0.01722025431
391	0.01717122564
392	0.01710821645
393	0.01703613352
394	0.01696110527
395	0.01686255724
396	0.0167970997
397	0.01672822127
398	0.01666203778
399	0.01658279348
400	0.01652264658
401	0.01646446238
402	0.01640067189
403	0.01633548485
404	0.01623060584
405	0.01615983515
406	0.01611452304
407	0.01605132639
408	0.01599085488
409	0.01592330379
410	0.0158488719
411	0.01577714125
412	0.01571926907
413	0.01565388073
414	0.0155940232
415	0.01551907673
416	0.01546947686
417	0.01540336634
418	0.01534090067
419	0.01528824854
420	0.0152326448
421	0.01517209654
422	0.01511782518
423	0.01505858917
424	0.01499994197
425	0.01496063877
426	0.01490794889
427	0.01483049242
428	0.0147825533
429	0.01470176274
430	0.0146397412
431	0.01460240195
432	0.01455233657
433	0.01450579525
434	0.01445630861
435	0.01440004434
436	0.01435139311
437	0.0143035018
438	0.01423224296
439	0.0141794021
440	0.01412721423
441	0.01409211196
442	0.01404298516
443	0.01399223408
444	0.01394230458
445	0.01389672196
446	0.0138493553
447	0.01379726053
448	0.01374552181
449	0.01370453143
450	0.01364882577
451	0.01359643911
452	0.01356137711
453	0.01352212674
454	0.0134837684
455	0.01344575983
456	0.01340840926
457	0.01336251966
458	0.01331149179
459	0.01326343441
460	0.01323256455
461	0.01318439141
462	0.01314284871
463	0.01309254302
464	0.01306207828
465	0.0130199757
466	0.01297898657
467	0.01293604103
468	0.01289030619
469	0.01285166602
470	0.01280691001
471	0.01276791756
472	0.01273458048
473	0.01268746419
474	0.01264650526
475	0.0126158128
476	0.01258355898
477	0.01253956289
478	0.01249607509
479	0.01246839589
480	0.0124231731
481	0.01238437064
482	0.01234450881
483	0.01229780393
484	0.01226015896
485	0.01221468329
486	0.0121698996
487	0.01213317937
488	0.01208035361
489	0.01205439303
490	0.01201828677
491	0.01197559538
492	0.01193272155
493	0.01190549151
494	0.01186135451
495	0.01182193429
496	0.01178237945
497	0.01173953079
498	0.01168641314
499	0.01164815168
500	0.01161971885
501	0.01158245258
502	0.01154581035
503	0.01150991168
504	0.01146975042
505	0.01141922832
506	0.01138007735
507	0.01134362636
508	0.01131817533
509	0.01128448974
510	0.0112554442
511	0.01121921715
512	0.01117460583
513	0.01113955138
514	0.01110692767
515	0.01107237521
516	0.01104846793
517	0.01101200058
518	0.01098867834
519	0.01095361005
520	0.01091815048
521	0.01088336527
522	0.01086041418
523	0.01082851138
524	0.01079662368
525	0.01076368543
526	0.01074132567
527	0.01071916595
528	0.0106880583
529	0.01065741365
530	0.01062512335
531	0.01058924922
532	0.01055637136
533	0.01052480826
534	0.01050616066
535	0.01047618408
536	0.01045115265
537	0.01042638039
538	0.01039593641
539	0.01037294129
540	0.01034398695
541	0.01030797505
542	0.01028421812
543	0.01026187912
544	0.01023113759
545	0.01020173976
546	0.0101801135
547	0.01014345491
548	0.01011358528
549	0.01008604007
550	0.01006658977
551	0.01003696925
552	0.01000799982
553	0.009990170637
554	0.009970494499
555	0.009940368834
556	0.00991081122
557	0.009881608404
558	0.009848698463
559	0.009829828167
560	0.009810955355
561	0.009782891789
562	0.009761987701
563	0.009742067483
564	0.009726070792
565	0.009706045518
566	0.009687783536
567	0.009667521102
568	0.009648021733
569	0.009621821482
570	0.009600841905
571	0.009583227867
572	0.009556532535
573	0.009536886593
574	0.009512364078
575	0.009495161454
576	0.009476611356
577	0.009456511852
578	0.009427490838
579	0.009403802474
580	0.009380258797
581	0.009362076077
582	0.009342537706
583	0.009324782127
584	0.009301993337
585	0.009282861976
586	0.009260300911
587	0.009236639597
588	0.009211462217
589	0.009191169588
590	0.009167612071
591	0.009151406527
592	0.009131338477
593	0.009111559171
594	0.009095660615
595	0.009074018624
596	0.009052611907
597	0.009036050308
598	0.009016525148
599	0.008995529844
600	0.008973115352
601	0.008953629823
602	0.008938428909
603	0.0089148456
604	0.008896647154
605	0.008871503744
606	0.008853934371
607	0.008835245248
608	0.008821528946
609	0.008803052449
610	0.008778521128
611	0.008762837714
612	0.008744625429
613	0.008726069669
614	0.008702144774
615	0.008687756621
616	0.008673357146
617	0.00865679366
618	0.008639187171
619	0.008622416091
620	0.008606728274
621	0.008589407385
622	0.008572616804
623	0.008552141114
624	0.008535278189
625	0.008517744673
626	0.008502716754
627	0.008486976724
628	0.008470380526
629	0.008454984599
630	0.008440288201
631	0.008424002137
632	0.008408791157
633	0.008392556676
634	0.008377456413
635	0.008362126539
636	0.0083470917
637	0.008332316668
638	0.008317881335
639	0.008304833108
640	0.008290557559
641	0.008276865791
642	0.008259095743
643	0.008244575485
644	0.008229952689
645	0.008216142654
646	0.008201920577
647	0.008187091445
648	0.008170539911
649	0.008154505476
650	0.008138173488
651	0.008122277449
652	0.008102015644
653	0.008088479256
654	0.008071025003
655	0.008057659094
656	0.008037021733
657	0.008016890775
658	0.008003832482
659	0.00799063831
660	0.007971222608
661	0.007958348005
662	0.007945255743
663	0.007931772826
664	0.007911786555
665	0.007897558187
666	0.007885128967
667	0.007865566062
668	0.007851592469
669	0.007832725948
670	0.007818907106
671	0.00780532857
672	0.00779129899
673	0.007778806863
674	0.007767167758
675	0.007755102772
676	0.007743612757
677	0.007730840693
678	0.007717262157
679	0.007700859714
680	0.007683035566
681	0.007666077652
682	0.007654792086
683	0.007638904853
684	0.00762938195
685	0.007618967021
686	0.007607389566
687	0.007590112711
688	0.00757921088
689	0.007569813791
690	0.007559050356
691	0.007545188109
692	0.007534344152
693	0.007519035037
694	0.007505800605
695	0.007496480262
696	0.00748295394
697	0.007469372259
698	0.007458949152
699	0.007449906231
700	0.007439039628
701	0.007428746739
702	0.007412576424
703	0.007398970209
704	0.007382899287
705	0.007369973729
706	0.007357444486
707	0.007344268557
708	0.007331125969
709	0.007318421844
710	0.007306081324
711	0.007293519999
712	0.0072793061
713	0.007266956143
714	0.007254621913
715	0.007242354994
716	0.007228511619
717	0.007213853594
718	0.007199009364
719	0.007184474638
720	0.007172666942
721	0.007160336487
722	0.007148316164
723	0.007136649381
724	0.007124384978
725	0.007110433402
726	0.007097220358
727	0.007079294929
728	0.00706763884
729	0.007054143971
730	0.007039637553
731	0.00702837086
732	0.007017995563
733	0.0070089539
734	0.006994628655
735	0.006984996921
736	0.006976118817
737	0.006961921274
738	0.0069534571
739	0.006942517525
740	0.006930612323
741	0.006921690183
742	0.006913068741
743	0.006902068146
744	0.006893597681
745	0.006876809616
746	0.006865890171
747	0.006855014761
748	0.006843992148
749	0.006833472164
750	0.006824980311
751	0.006814425728
752	0.006804116483
753	0.006795724652
754	0.006779439217
755	0.006768765739
756	0.006758374715
757	0.006747647766
758	0.006739532098
759	0.006726912269
760	0.00671446229
761	0.006704256843
762	0.006693894127
763	0.006680941519
764	0.006671038655
765	0.006660794834
766	0.006650896374
767	0.006640647521
768	0.006632675911
769	0.006620530403
770	0.006610276517
771	0.006596728806
772	0.006587009631
773	0.006577446467
774	0.006569640932
775	0.00655776278
776	0.006546447019
777	0.006536921599
778	0.006528171197
779	0.006518332499
780	0.006508931006
781	0.006499110551
782	0.006490016676
783	0.006480287436
784	0.006470858264
785	0.006461441045
786	0.006451941417
787	0.006442911707
788	0.006432650901
789	0.00642131438
790	0.006409635644
791	0.006400752508
792	0.006393639582
793	0.006384530608
794	0.006375653134
795	0.006367142408
796	0.006356019143
797	0.006347714125
798	0.00633897253
799	0.006327116395
